@RELATION pizza

@ATTRIBUTE tipo			{H,P4}
@ATTRIBUTE masa 		REAL           
@ATTRIBUTE queso		REAL 
@ATTRIBUTE champ		REAL 
@ATTRIBUTE chorizo		REAL 
@ATTRIBUTE carne		REAL 
@ATTRIBUTE tocino		REAL 
@ATTRIBUTE jamon		REAL 
@ATTRIBUTE pinia		REAL 
@ATTRIBUTE class 		{great,good,bad}

@DATA
P4,55.01,18.10,8.03,4.17,3.75,4.45,0.0,0.0,great
P4,57.99,17.59,8.26,4.18,4.92,5.68,0.0,0.0,great
P4,56.01,16.26,7.44,3.61,4.69,4.58,0.0,0.0,great
P4,57.14,19.09,7.90,3.65,3.51,4.35,0.0,0.0,great
P4,58.56,17.30,4.03,4.81,3.47,6.00,0.0,0.0,great
P4,57.11,18.88,6.69,3.95,5.20,5.09,0.0,0.0,great
P4,58.80,16.35,5.10,3.69,3.57,4.85,0.0,0.0,great
P4,58.70,16.70,6.04,3.82,4.82,5.50,0.0,0.0,great
P4,58.31,22.89,4.80,4.40,4.02,4.14,0.0,0.0,great
P4,57.95,20.37,6.88,4.42,4.70,4.13,0.0,0.0,great
P4,58.34,15.45,7.73,3.40,3.92,5.54,0.0,0.0,great
P4,57.68,22.68,6.08,3.49,5.41,4.81,0.0,0.0,great
P4,56.29,23.74,5.17,3.74,5.35,5.91,0.0,0.0,great
P4,55.67,16.02,6.67,4.08,5.46,5.40,0.0,0.0,great
P4,57.01,23.31,6.13,3.28,4.46,4.99,0.0,0.0,great
P4,58.97,21.36,4.81,4.81,4.04,4.08,0.0,0.0,great
P4,55.51,22.25,5.51,3.59,3.48,4.15,0.0,0.0,great
P4,57.59,23.32,8.58,4.13,5.45,5.64,0.0,0.0,great
P4,57.11,19.43,5.34,4.21,4.95,4.17,0.0,0.0,great
P4,58.22,18.68,5.82,4.27,5.26,4.88,0.0,0.0,great
P4,55.02,19.20,5.85,3.75,4.75,5.18,0.0,0.0,great
P4,56.80,21.00,6.90,4.88,5.59,5.27,0.0,0.0,great
P4,56.33,18.26,8.43,3.66,5.03,5.96,0.0,0.0,great
P4,57.19,17.17,5.60,4.10,5.56,5.42,0.0,0.0,great
P4,55.26,16.57,8.49,3.94,4.99,4.85,0.0,0.0,great
P4,55.54,19.44,8.59,3.54,5.39,5.35,0.0,0.0,great
P4,57.08,23.53,5.71,3.65,3.92,4.15,0.0,0.0,great
P4,56.10,23.06,7.59,4.02,4.06,4.22,0.0,0.0,great
P4,57.97,21.86,6.01,4.17,3.90,5.31,0.0,0.0,great
P4,58.03,15.88,4.32,3.36,4.63,4.66,0.0,0.0,great
P4,56.24,22.78,4.42,3.88,4.25,5.41,0.0,0.0,great
P4,57.06,23.23,6.60,4.55,5.50,4.81,0.0,0.0,great
P4,57.83,21.56,6.50,4.35,4.39,4.70,0.0,0.0,great
P4,57.14,21.00,4.85,3.95,4.21,5.94,0.0,0.0,great
P4,55.29,22.13,6.32,4.37,4.36,4.17,0.0,0.0,great
P4,57.36,16.32,6.21,4.77,3.69,5.63,0.0,0.0,great
P4,56.19,19.44,6.21,4.84,4.45,5.23,0.0,0.0,great
P4,56.40,21.46,6.20,3.84,4.59,5.23,0.0,0.0,great
P4,55.38,16.01,7.33,3.74,5.54,4.63,0.0,0.0,great
P4,56.80,21.98,4.83,4.56,4.65,4.18,0.0,0.0,great
P4,55.89,22.07,5.09,3.60,5.04,4.80,0.0,0.0,great
P4,57.87,15.39,5.85,4.66,5.19,4.25,0.0,0.0,great
P4,55.14,22.42,7.12,4.79,4.07,4.61,0.0,0.0,great
P4,55.97,22.08,6.13,3.42,3.69,4.85,0.0,0.0,great
P4,57.78,17.66,5.41,4.44,5.31,4.51,0.0,0.0,great
P4,55.27,16.99,4.53,4.83,4.06,4.59,0.0,0.0,great
P4,57.93,19.82,8.53,4.08,4.52,4.80,0.0,0.0,great
P4,55.41,23.58,5.43,3.53,5.51,4.31,0.0,0.0,great
P4,55.70,15.02,8.39,3.79,5.29,4.50,0.0,0.0,great
P4,56.98,18.63,7.85,3.41,4.48,4.93,0.0,0.0,great
P4,56.39,19.91,6.21,3.59,5.47,4.96,0.0,0.0,great
P4,58.72,21.06,5.72,4.74,4.81,4.96,0.0,0.0,great
P4,56.63,22.49,6.45,3.81,3.79,5.11,0.0,0.0,great
P4,56.28,18.23,6.10,4.51,4.88,4.94,0.0,0.0,great
P4,58.79,17.65,6.41,3.33,3.96,5.48,0.0,0.0,great
P4,55.61,17.39,7.82,3.49,4.40,5.26,0.0,0.0,great
P4,56.82,19.82,6.86,4.78,4.14,5.07,0.0,0.0,great
P4,55.36,23.75,8.32,4.89,3.84,5.95,0.0,0.0,great
P4,55.18,21.48,6.11,3.50,4.07,5.14,0.0,0.0,great
P4,57.76,19.92,7.78,4.62,4.87,4.49,0.0,0.0,great
P4,58.53,23.66,8.45,3.25,5.43,4.65,0.0,0.0,great
P4,58.60,21.10,5.73,3.40,4.36,5.26,0.0,0.0,great
P4,57.83,17.54,7.86,3.23,4.21,4.32,0.0,0.0,great
P4,57.61,22.07,7.96,4.40,4.11,5.85,0.0,0.0,great
P4,56.23,15.88,6.11,4.18,4.07,4.37,0.0,0.0,great
P4,55.58,19.71,7.21,3.87,4.05,5.04,0.0,0.0,great
P4,55.93,21.30,5.37,3.29,4.82,5.48,0.0,0.0,great
P4,56.94,18.45,8.33,4.01,3.66,4.17,0.0,0.0,great
P4,58.82,20.02,7.06,4.83,4.19,4.30,0.0,0.0,great
P4,55.29,22.70,5.85,3.49,4.90,5.74,0.0,0.0,great
P4,57.04,20.90,4.80,3.91,5.49,5.19,0.0,0.0,great
P4,57.41,22.71,5.12,4.14,4.03,5.45,0.0,0.0,great
P4,58.92,18.65,7.05,3.50,3.44,5.58,0.0,0.0,great
P4,58.12,22.31,7.66,3.48,4.09,4.00,0.0,0.0,great
P4,57.25,15.20,5.28,4.38,3.44,4.58,0.0,0.0,great
P4,57.77,23.69,7.03,3.30,4.53,5.35,0.0,0.0,great
P4,57.45,19.19,4.62,3.64,4.38,4.09,0.0,0.0,great
P4,56.92,16.01,6.86,4.63,4.77,5.79,0.0,0.0,great
P4,58.63,18.31,5.94,4.80,5.41,5.48,0.0,0.0,great
P4,55.97,15.74,6.36,4.13,4.22,4.81,0.0,0.0,great
P4,56.93,19.76,4.13,4.56,3.69,4.95,0.0,0.0,great
P4,55.86,22.55,4.47,4.80,5.23,4.03,0.0,0.0,great
P4,57.77,21.95,6.53,4.00,4.27,5.94,0.0,0.0,great
P4,55.10,16.27,5.06,3.57,5.16,5.07,0.0,0.0,great
P4,57.47,15.96,5.04,4.36,4.03,4.84,0.0,0.0,great
P4,56.37,16.78,7.11,4.20,4.11,4.31,0.0,0.0,great
P4,58.12,17.16,6.92,3.39,3.94,5.75,0.0,0.0,great
P4,56.96,21.75,7.85,4.26,4.60,5.10,0.0,0.0,great
P4,58.86,20.62,8.56,3.68,3.86,5.64,0.0,0.0,great
P4,56.75,19.02,4.28,4.39,5.49,4.86,0.0,0.0,great
P4,55.92,16.98,7.19,4.60,5.45,4.34,0.0,0.0,great
P4,56.56,17.80,6.24,3.56,4.93,4.84,0.0,0.0,great
P4,57.01,17.05,4.93,4.71,4.72,5.63,0.0,0.0,great
P4,56.87,19.29,5.72,4.10,5.30,5.51,0.0,0.0,great
P4,58.35,15.33,6.45,3.22,3.65,4.70,0.0,0.0,great
P4,55.26,17.13,6.14,3.43,4.80,4.16,0.0,0.0,great
P4,55.79,20.18,6.69,4.88,5.54,4.53,0.0,0.0,great
P4,56.60,21.78,5.92,3.96,3.40,4.83,0.0,0.0,great
P4,57.73,17.01,4.47,4.74,5.20,5.03,0.0,0.0,great
P4,55.65,20.45,5.54,3.56,3.60,4.04,0.0,0.0,great
P4,56.73,17.69,6.19,4.31,4.78,5.76,0.0,0.0,great
P4,57.16,20.21,5.95,4.14,4.30,5.04,0.0,0.0,great
P4,58.47,15.64,6.76,4.46,4.16,4.31,0.0,0.0,great
P4,58.19,22.62,4.73,4.82,3.59,4.82,0.0,0.0,great
P4,57.68,15.14,7.86,3.72,5.18,5.13,0.0,0.0,great
P4,56.23,23.16,7.74,4.07,5.35,4.95,0.0,0.0,great
P4,58.47,23.10,6.96,4.51,3.91,4.77,0.0,0.0,great
P4,56.50,17.52,8.59,3.31,5.60,4.99,0.0,0.0,great
P4,56.67,15.40,6.47,4.02,3.56,4.31,0.0,0.0,great
P4,55.96,16.28,7.56,4.50,5.04,5.61,0.0,0.0,great
P4,55.81,22.44,4.98,3.58,5.09,4.42,0.0,0.0,great
P4,57.37,20.66,4.46,4.57,5.58,4.45,0.0,0.0,great
P4,58.25,17.26,4.47,3.80,5.53,5.46,0.0,0.0,great
P4,56.69,21.15,7.44,3.27,4.78,5.77,0.0,0.0,great
P4,56.31,15.68,4.61,4.41,5.50,5.55,0.0,0.0,great
P4,56.42,22.30,6.21,3.38,4.62,4.68,0.0,0.0,great
P4,56.55,20.67,6.43,3.64,4.50,4.15,0.0,0.0,great
P4,57.56,16.19,4.33,4.59,4.90,4.96,0.0,0.0,great
P4,58.84,15.83,5.50,4.69,5.41,5.46,0.0,0.0,great
P4,57.40,20.70,7.72,3.89,5.42,4.68,0.0,0.0,great
P4,58.24,20.24,7.57,3.83,3.53,4.07,0.0,0.0,great
P4,58.74,18.72,5.90,3.37,4.63,4.22,0.0,0.0,great
P4,55.99,23.94,4.48,3.35,3.51,4.18,0.0,0.0,great
P4,56.12,16.80,7.65,4.00,4.63,4.21,0.0,0.0,great
P4,57.64,23.90,4.17,3.71,5.02,5.63,0.0,0.0,great
P4,56.63,17.26,7.34,4.38,5.48,5.29,0.0,0.0,great
P4,56.95,16.17,4.96,4.19,4.68,4.59,0.0,0.0,great
P4,55.08,16.25,6.40,4.61,3.56,4.23,0.0,0.0,great
P4,57.24,19.64,8.55,3.74,3.92,4.99,0.0,0.0,great
P4,56.54,21.60,7.99,4.77,5.02,5.37,0.0,0.0,great
P4,56.28,22.16,5.79,3.75,3.77,4.64,0.0,0.0,great
P4,55.57,23.90,5.79,3.94,3.63,4.85,0.0,0.0,great
P4,55.89,22.12,6.40,3.84,5.08,4.62,0.0,0.0,great
P4,56.31,23.23,4.44,3.74,5.48,5.11,0.0,0.0,great
P4,57.25,18.13,7.34,4.04,5.10,4.05,0.0,0.0,great
P4,55.50,17.93,6.73,4.42,3.86,5.95,0.0,0.0,great
P4,55.81,18.26,7.20,3.58,4.82,4.80,0.0,0.0,great
P4,55.50,21.12,4.44,4.62,5.56,4.09,0.0,0.0,great
P4,55.58,17.50,8.52,3.90,5.58,4.23,0.0,0.0,great
P4,57.67,19.30,5.67,3.66,4.93,5.72,0.0,0.0,great
P4,56.71,20.09,8.32,3.57,4.65,4.29,0.0,0.0,great
P4,57.36,17.97,5.27,4.23,5.55,4.43,0.0,0.0,great
P4,58.30,15.03,7.12,3.53,4.45,4.80,0.0,0.0,great
P4,58.73,23.23,5.60,4.32,5.38,5.04,0.0,0.0,great
P4,58.23,21.74,7.19,4.37,4.74,4.67,0.0,0.0,great
P4,56.38,20.49,5.94,3.67,3.69,5.63,0.0,0.0,great
P4,57.34,18.69,7.31,4.19,3.93,4.47,0.0,0.0,great
P4,57.54,20.85,8.00,3.45,4.44,4.28,0.0,0.0,great
P4,57.04,19.10,4.21,4.77,4.58,5.28,0.0,0.0,great
P4,56.64,16.24,4.07,3.88,4.28,4.48,0.0,0.0,great
P4,58.82,18.80,7.20,4.32,5.25,4.51,0.0,0.0,great
P4,55.22,17.30,8.36,3.92,4.63,5.33,0.0,0.0,great
P4,57.57,19.57,4.31,3.39,3.49,4.54,0.0,0.0,great
P4,55.59,19.08,7.59,4.06,5.48,4.08,0.0,0.0,great
P4,57.49,16.15,5.18,3.97,5.31,5.85,0.0,0.0,great
P4,55.54,17.77,5.38,4.04,5.55,4.31,0.0,0.0,great
P4,56.98,16.10,7.96,4.68,5.14,5.48,0.0,0.0,great
P4,56.74,16.33,5.09,4.52,3.74,4.72,0.0,0.0,great
P4,55.33,17.10,4.73,4.16,3.79,4.78,0.0,0.0,great
P4,55.96,18.43,7.41,3.90,5.15,4.89,0.0,0.0,great
P4,57.25,19.20,6.62,3.43,4.73,4.21,0.0,0.0,great
P4,55.64,22.18,5.69,3.93,3.82,5.80,0.0,0.0,great
P4,55.81,22.99,7.88,3.82,5.11,5.36,0.0,0.0,great
P4,56.03,23.19,7.10,3.98,5.43,4.68,0.0,0.0,great
P4,58.86,17.73,7.80,4.18,3.44,4.30,0.0,0.0,great
P4,56.79,20.88,7.06,3.68,4.05,4.39,0.0,0.0,great
P4,58.73,16.17,7.25,3.93,4.15,4.67,0.0,0.0,great
P4,55.30,19.60,6.72,4.78,4.61,5.63,0.0,0.0,great
P4,55.13,20.72,5.91,4.56,3.64,4.58,0.0,0.0,great
P4,55.84,17.79,4.63,3.34,4.32,4.75,0.0,0.0,great
P4,57.25,19.57,5.81,3.56,5.00,5.74,0.0,0.0,great
P4,57.73,20.59,7.62,4.55,4.70,5.73,0.0,0.0,great
P4,55.67,19.48,4.54,3.21,4.10,4.55,0.0,0.0,great
P4,58.56,22.42,4.37,4.13,5.30,5.35,0.0,0.0,great
P4,55.89,20.79,7.51,3.37,3.41,5.51,0.0,0.0,great
P4,56.44,19.62,7.23,4.31,4.56,4.20,0.0,0.0,great
P4,55.90,17.58,4.01,4.70,4.82,5.85,0.0,0.0,great
P4,57.23,23.82,7.09,3.63,5.39,4.68,0.0,0.0,great
P4,57.24,21.82,5.71,3.92,5.21,5.57,0.0,0.0,great
P4,57.94,15.58,6.72,4.69,3.84,4.31,0.0,0.0,great
P4,55.10,17.78,7.00,4.62,4.49,4.83,0.0,0.0,great
P4,57.65,21.18,7.15,4.52,5.08,5.42,0.0,0.0,great
P4,58.11,19.01,6.91,3.26,3.90,4.02,0.0,0.0,great
P4,57.73,22.45,6.01,4.79,4.44,4.99,0.0,0.0,great
P4,58.08,18.79,4.33,4.81,5.50,5.84,0.0,0.0,great
P4,55.61,21.35,8.20,4.47,3.97,5.30,0.0,0.0,great
P4,56.86,17.07,8.47,4.01,3.63,5.21,0.0,0.0,great
P4,56.32,17.57,5.44,3.42,5.37,4.52,0.0,0.0,great
P4,56.87,23.37,5.22,3.49,4.25,5.36,0.0,0.0,great
P4,57.95,16.66,4.31,4.36,3.45,5.12,0.0,0.0,great
P4,58.60,20.92,6.98,4.82,5.53,4.72,0.0,0.0,great
P4,57.55,18.08,6.80,3.80,4.92,4.30,0.0,0.0,great
P4,57.38,16.33,7.53,4.30,4.60,5.26,0.0,0.0,great
P4,56.93,21.35,5.16,4.59,3.87,5.35,0.0,0.0,great
P4,58.09,23.85,4.40,4.08,5.09,5.39,0.0,0.0,great
P4,56.40,18.77,7.73,4.14,5.03,5.08,0.0,0.0,great
P4,57.65,17.39,6.55,3.63,4.80,4.56,0.0,0.0,great
P4,55.31,22.37,5.36,3.64,5.52,4.78,0.0,0.0,great
P4,56.91,21.26,7.89,3.70,5.35,4.59,0.0,0.0,great
P4,55.98,21.54,7.55,3.23,4.28,4.65,0.0,0.0,great
P4,56.52,18.92,4.72,4.32,3.47,5.06,0.0,0.0,great
P4,56.69,17.39,6.28,3.53,3.63,5.55,0.0,0.0,great
P4,56.90,19.00,6.75,4.15,4.53,5.71,0.0,0.0,great
P4,58.92,20.07,7.04,4.41,4.02,4.36,0.0,0.0,great
P4,57.33,16.91,8.20,4.16,4.49,4.94,0.0,0.0,great
P4,56.39,18.35,6.85,4.85,5.28,5.12,0.0,0.0,great
P4,56.26,16.02,7.34,3.26,3.56,5.04,0.0,0.0,great
P4,55.11,21.52,4.00,3.49,4.23,4.35,0.0,0.0,great
P4,55.54,22.00,6.96,4.69,3.90,4.86,0.0,0.0,great
P4,57.72,17.83,4.80,3.72,4.54,4.50,0.0,0.0,great
P4,56.37,15.81,6.07,4.48,4.40,5.88,0.0,0.0,great
P4,56.66,18.29,6.33,4.55,3.73,4.12,0.0,0.0,great
P4,56.82,20.12,5.05,4.84,3.52,5.69,0.0,0.0,great
P4,58.69,16.98,5.31,4.68,4.34,4.23,0.0,0.0,great
P4,55.86,23.92,6.48,3.70,3.60,4.21,0.0,0.0,great
P4,56.15,23.13,7.00,4.10,4.32,5.10,0.0,0.0,great
P4,56.55,17.16,7.82,3.73,4.45,5.34,0.0,0.0,great
P4,56.06,18.02,7.39,3.41,4.71,4.50,0.0,0.0,great
P4,57.72,18.53,4.19,3.65,3.88,4.72,0.0,0.0,great
P4,57.17,22.26,4.55,3.49,3.92,4.87,0.0,0.0,great
P4,57.24,15.89,7.54,3.54,4.60,4.77,0.0,0.0,great
P4,57.86,21.37,8.43,3.28,5.30,5.91,0.0,0.0,great
P4,56.21,17.87,6.87,3.76,5.38,4.47,0.0,0.0,great
P4,55.09,18.20,6.84,4.78,3.53,4.86,0.0,0.0,great
P4,56.89,18.70,5.33,3.48,4.95,5.75,0.0,0.0,great
P4,57.10,15.95,4.42,3.46,4.57,4.20,0.0,0.0,great
P4,55.30,19.84,5.81,3.54,4.66,4.03,0.0,0.0,great
P4,55.08,21.36,7.24,4.78,5.35,5.92,0.0,0.0,great
P4,58.62,17.18,7.33,3.96,3.53,5.45,0.0,0.0,great
P4,56.10,16.21,5.32,3.23,4.90,4.50,0.0,0.0,great
P4,55.31,23.27,5.46,3.72,3.78,4.33,0.0,0.0,great
P4,55.25,22.82,6.62,4.40,3.76,4.83,0.0,0.0,great
P4,56.82,21.62,7.57,4.29,5.01,5.35,0.0,0.0,great
P4,55.84,21.96,4.08,3.31,5.07,5.33,0.0,0.0,great
P4,57.56,18.67,6.96,3.44,3.92,4.16,0.0,0.0,great
P4,56.16,18.75,8.43,3.22,4.90,5.03,0.0,0.0,great
P4,56.01,23.63,8.37,3.65,4.02,4.55,0.0,0.0,great
P4,57.90,22.14,4.03,4.04,3.55,5.10,0.0,0.0,great
P4,57.80,18.33,8.09,3.95,4.31,5.50,0.0,0.0,great
P4,58.35,15.32,7.17,3.85,5.03,5.61,0.0,0.0,great
P4,55.62,21.81,5.61,4.84,4.07,4.04,0.0,0.0,great
P4,55.46,21.84,8.34,4.01,4.03,4.16,0.0,0.0,great
P4,55.95,18.09,5.50,4.46,4.01,4.46,0.0,0.0,great
P4,55.11,17.14,5.69,3.73,3.94,4.87,0.0,0.0,great
P4,55.05,17.03,5.67,4.11,4.99,5.06,0.0,0.0,great
P4,58.83,20.51,5.22,3.29,3.66,4.18,0.0,0.0,great
P4,55.17,19.25,4.18,4.82,4.49,4.35,0.0,0.0,great
P4,56.41,22.55,5.74,3.31,4.74,5.54,0.0,0.0,great
P4,58.09,21.69,8.34,3.32,4.23,4.89,0.0,0.0,great
P4,58.01,15.00,6.64,3.85,4.99,4.99,0.0,0.0,great
P4,55.75,16.45,8.39,4.80,4.73,5.40,0.0,0.0,great
P4,56.95,15.34,4.86,3.72,4.69,4.95,0.0,0.0,great
P4,57.03,21.11,6.44,4.59,5.42,4.41,0.0,0.0,great
P4,57.71,22.84,6.16,3.53,4.53,5.59,0.0,0.0,great
P4,58.74,21.37,6.07,3.82,3.47,4.63,0.0,0.0,great
P4,58.31,16.64,6.18,3.54,4.17,4.15,0.0,0.0,great
P4,57.65,16.93,7.81,4.15,3.69,5.77,0.0,0.0,great
P4,57.38,15.09,8.14,4.40,4.44,4.51,0.0,0.0,great
P4,58.91,23.60,5.90,3.54,3.62,5.61,0.0,0.0,great
P4,56.25,20.14,7.48,4.38,4.60,4.39,0.0,0.0,great
P4,55.35,23.07,8.26,4.38,3.72,5.25,0.0,0.0,great
P4,57.77,19.45,5.34,3.67,3.64,5.10,0.0,0.0,great
P4,55.81,17.18,8.06,4.27,3.67,4.42,0.0,0.0,great
P4,57.05,22.89,6.02,3.21,3.54,5.86,0.0,0.0,great
P4,57.70,22.72,6.48,3.68,3.91,5.03,0.0,0.0,great
P4,56.36,17.61,4.27,4.12,4.76,4.12,0.0,0.0,great
P4,56.79,16.45,6.92,3.84,5.29,4.62,0.0,0.0,great
P4,55.97,15.16,6.16,4.22,5.06,4.23,0.0,0.0,great
P4,57.47,22.43,5.63,4.22,3.60,5.70,0.0,0.0,great
P4,55.25,18.94,5.24,4.72,5.56,4.17,0.0,0.0,great
P4,58.53,23.38,5.52,4.16,5.50,4.47,0.0,0.0,great
P4,55.71,20.36,4.20,3.59,4.29,4.75,0.0,0.0,great
P4,57.63,18.11,7.22,3.59,5.20,4.21,0.0,0.0,great
P4,58.02,20.04,6.55,4.03,5.54,5.10,0.0,0.0,great
P4,58.91,18.44,4.46,4.33,3.50,4.41,0.0,0.0,great
P4,56.01,16.92,4.12,4.45,4.77,4.49,0.0,0.0,great
P4,58.30,22.72,4.35,4.09,3.45,4.27,0.0,0.0,great
P4,56.97,20.80,6.47,3.39,4.20,4.29,0.0,0.0,great
P4,55.95,22.67,7.24,3.51,5.10,4.74,0.0,0.0,great
P4,58.14,17.47,4.20,4.36,4.41,5.58,0.0,0.0,great
P4,57.12,19.84,5.27,3.26,4.99,4.76,0.0,0.0,great
P4,57.23,17.89,5.67,4.34,5.13,5.71,0.0,0.0,great
P4,55.58,19.53,6.80,3.37,5.23,4.77,0.0,0.0,great
P4,57.52,15.93,5.87,3.41,5.48,4.84,0.0,0.0,great
P4,55.05,15.40,4.36,3.63,5.56,4.19,0.0,0.0,great
P4,57.30,15.86,4.69,3.36,3.44,4.67,0.0,0.0,great
P4,58.85,22.72,6.79,3.64,4.99,4.29,0.0,0.0,great
P4,58.29,19.27,5.50,4.87,5.34,5.88,0.0,0.0,great
P4,57.00,20.29,7.57,4.46,4.44,5.82,0.0,0.0,great
P4,58.41,17.33,5.70,4.68,4.88,5.26,0.0,0.0,great
P4,56.52,20.02,8.06,3.45,5.59,5.46,0.0,0.0,great
P4,56.85,23.02,4.37,4.62,4.49,5.91,0.0,0.0,great
P4,57.50,23.65,4.19,4.09,4.29,4.37,0.0,0.0,great
P4,56.23,18.89,6.47,4.27,4.62,4.34,0.0,0.0,great
P4,55.59,20.80,6.79,4.60,3.45,5.39,0.0,0.0,great
P4,58.37,16.82,4.34,3.46,5.30,4.32,0.0,0.0,great
P4,58.50,18.98,7.91,3.64,4.43,4.07,0.0,0.0,great
P4,57.44,23.71,7.19,3.77,3.79,4.03,0.0,0.0,great
P4,55.50,22.84,6.06,4.75,4.75,4.05,0.0,0.0,great
P4,55.25,18.59,8.50,3.59,3.84,4.40,0.0,0.0,great
P4,55.79,21.44,6.21,4.31,5.10,5.85,0.0,0.0,great
P4,56.60,20.99,6.58,3.36,3.73,5.66,0.0,0.0,great
P4,56.95,22.55,6.84,4.80,3.51,5.03,0.0,0.0,great
P4,57.53,21.13,5.78,3.87,4.25,4.15,0.0,0.0,great
P4,58.99,17.03,7.82,3.25,5.46,4.55,0.0,0.0,great
P4,57.83,19.68,5.69,4.37,4.54,4.10,0.0,0.0,great
P4,58.77,23.76,5.51,3.86,4.15,4.74,0.0,0.0,great
P4,58.21,16.19,7.06,3.56,4.20,4.65,0.0,0.0,great
P4,55.61,20.35,6.50,3.39,5.04,4.81,0.0,0.0,great
P4,58.70,19.21,7.19,3.57,3.83,4.31,0.0,0.0,great
P4,55.85,20.54,7.58,3.72,5.03,4.60,0.0,0.0,great
P4,57.43,20.32,8.22,4.44,4.00,4.82,0.0,0.0,great
P4,58.16,15.29,7.18,3.85,3.68,5.60,0.0,0.0,great
P4,55.05,18.15,8.04,4.12,3.50,4.19,0.0,0.0,great
P4,55.63,22.02,4.15,3.70,5.27,4.78,0.0,0.0,great
P4,58.59,20.05,5.32,3.30,4.34,4.07,0.0,0.0,great
P4,58.83,22.78,4.07,4.17,4.00,5.11,0.0,0.0,great
P4,57.88,19.90,7.67,3.81,4.24,4.57,0.0,0.0,great
P4,56.09,17.85,5.95,3.56,5.34,4.94,0.0,0.0,great
P4,58.35,17.27,8.49,4.58,4.60,4.81,0.0,0.0,great
P4,56.66,20.44,8.36,3.44,3.89,4.76,0.0,0.0,great
P4,55.11,23.93,4.36,3.54,5.19,5.27,0.0,0.0,great
P4,56.81,19.91,5.61,3.21,5.26,5.79,0.0,0.0,great
P4,57.40,15.81,7.34,3.51,5.16,5.10,0.0,0.0,great
P4,55.67,16.86,8.46,4.70,3.84,5.35,0.0,0.0,great
P4,55.49,20.28,4.17,4.17,4.98,5.15,0.0,0.0,great
